countryA,countryB,similarity
ANGOLA,CHILE,0.6874309697371328
ANGOLA,DOMINICA,0.3900485436893204
ALBANIA,ANGOLA,0.49585253456221196
ANGOLA,TRINIDADANDTOBAGO,0.754147465437788
ANGOLA,PANAMA,0.6983870967741935
ANGOLA,MONTENEGRO,0.5078769692423106
ANGOLA,NIGERIA,0.7663487738419619
ANGOLA,GHANA,0.7504608294930876
ANGOLA,OMAN,0.7341013824884792
ANGOLA,SLOVENIA,0.4735269000853971
ANGOLA,BAHAMAS,0.7080645161290322
ANGOLA,JAMAICA,0.7387096774193549
ANGOLA,BOLIVIAPLURINATIONALSTATEOF,0.814018691588785
ANGOLA,SAINTLUCIA,0.6925925925925925
ANGOLA,MONGOLIA,0.7456221198156682
ANGOLA,PORTUGAL,0.42857142857142855
ANGOLA,DEMOCRATICREPUBLICOFTHECONGO,0.5598631698973774
ANGOLA,ELSALVADOR,0.669815668202765
ANGOLA,GAMBIA,0.6412442396313364
ANGOLA,TURKMENISTAN,0.5730145175064048
ANGOLA,MICRONESIAFEDERATEDSTATESOF,0.2723509933774834
ANGOLA,TIMORLESTE,0.7236519607843137
ANGOLA,BELIZE,0.657563025210084
ANGOLA,CHAD,0.6485013623978202
ANGOLA,BURKINAFASO,0.7919635223710458
ANGOLA,LAOPEOPLESDEMOCRATICREPUBLIC,0.7863247863247863
ANGOLA,TUVALU,0.5409373235460192
ANGOLA,JORDAN,0.7547683923705722
ANGOLA,PARAGUAY,0.6191244239631336
ANGOLA,SERBIAANDMONTENEGRO,0.39823008849557523
ANGOLA,BOLIVIA,0.7068014705882353
ANGOLA,THEFORMERYUGOSLAVREPUBLICOFMACEDONIA,0.4813508064516129
ANGOLA,CAPEVERDE,0.7718309859154929
ANGOLA,CZECHREPUBLIC,0.4534198113207547
ANGOLA,VENEZUELA,0.7280977312390925
ANGOLA,SWAZILAND,0.6457012427085975
ANGOLA,LIBYANARABJAMAHIRIYA,0.7538913362701909
ANGOLA,YUGOSLAVIA,0.65
ANGOLA,MOLDOVA,0.4888888888888889
ANGOLA,UPPERVOLTA,0.592057761732852
ANGOLA,DEMOCRATICYEMEN,0.8117519042437432
ANGOLA,IVORYCOAST,0.5740072202166066
ANGOLA,UKRAINIANSSR,0.6153846153846154
ANGOLA,LAOPEOPLEsDEMOCRATICREPUBLIC,0.6863691194209891
ANGOLA,BYELORUSSIANSSR,0.6153846153846154
ANGOLA,DEMOCRATICKAMPUCHEA,0.6103739445114595
ANGOLA,UNITEDREPUBLICOFCAMEROON,0.6606498194945848
ANGOLA,GERMANDEMOCRATICREPUBLIC,0.735038084874864
ANGOLA,BURMA,0.5985576923076923
ANGOLA,ZAIRE,0.5973557692307693
ANGOLA,GERMANYFEDERALREPUBLICOF,0.2306855277475517
ANGOLA,USSR,0.7247247247247247
ANGOLA,CZECHOSLOVAKIA,0.6999517607332368
ANGOLA,IRAN,0.6457055214723927
ANGOLA,CENTRALAFRICANEMPIRE,0.5876777251184834
ANGOLA,SURINAM,0.21367521367521367
SPAIN,URUGUAY,0.6435624394966118
EGYPT,URUGUAY,0.7989344909234412
NEWZEALAND,URUGUAY,0.65746996996997
UNITEDSTATES,URUGUAY,0.27815794340669503
FRANCE,URUGUAY,0.47957108522832315
CHINA,URUGUAY,0.7208356442965428
UKRAINE,URUGUAY,0.7164015359297861
NIGER,URUGUAY,0.7171131547381048
SAINTVINCENTANDTHEGRENADINES,URUGUAY,0.6619108280254777
ESTONIA,URUGUAY,0.6047185430463576
SOUTHAFRICA,URUGUAY,0.42710637442187815
URUGUAY,VIETNAM,0.7487131492746841
BELGIUM,URUGUAY,0.5407676150467825
GERMANY,URUGUAY,0.6071143085531575
TUNISIA,URUGUAY,0.8127340823970037
INDONESIA,URUGUAY,0.7989490073958739
DOMINICANREPUBLIC,URUGUAY,0.7619320351279114
BRAZIL,URUGUAY,0.8350515463917526
UNITEDREPUBLICOFTANZANIA,URUGUAY,0.7803138373751783
PHILIPPINES,URUGUAY,0.8396009209516501
ALGERIA,URUGUAY,0.7812183768467922
BENIN,URUGUAY,0.7566711895070104
DENMARK,URUGUAY,0.6037807905289287
ROMANIA,URUGUAY,0.652122641509434
ARGENTINA,URUGUAY,0.8120358027042468
GREECE,URUGUAY,0.6603665521191294
AUSTRIA,URUGUAY,0.6648977987421384
SWITZERLAND,URUGUAY,0.6617647058823529
CYPRUS,URUGUAY,0.7227109156337465
MOZAMBIQUE,URUGUAY,0.7702885482416592
SUDAN,URUGUAY,0.7761576354679803
FIJI,URUGUAY,0.7756558237145855
BULGARIA,URUGUAY,0.6143893354244265
CUBA,URUGUAY,0.7073310423825888
UGANDA,URUGUAY,0.7299152200242228
URUGUAY,ZAMBIA,0.7931526390870185
SOUTHSUDAN,URUGUAY,0.31759656652360513
MONACO,URUGUAY,0.5754633715798765
REPUBLICOFKOREA,URUGUAY,0.6374172185430463
REPUBLICOFMOLDOVA,URUGUAY,0.6200832947709394
SANMARINO,URUGUAY,0.625533731853117
URUGUAY,YEMEN,0.7452975047984645
ITALY,URUGUAY,0.5641872208195766
BURUNDI,URUGUAY,0.717580416750961
HUNGARY,URUGUAY,0.6016116352201258
CAMBODIA,URUGUAY,0.7018523217457499
MALAWI,URUGUAY,0.6670063175056042
NAURU,URUGUAY,0.3650190114068441
NICARAGUA,URUGUAY,0.7731958762886598
BRUNEIDARUSSALAM,URUGUAY,0.8391317276241451
POLAND,URUGUAY,0.6055746468117602
THAILAND,URUGUAY,0.8400926998841252
MALDIVES,URUGUAY,0.7662041830606751
SIERRALEONE,URUGUAY,0.7309859154929578
TURKEY,URUGUAY,0.6592210767468499
CABOVERDE,URUGUAY,0.8759493670886076
PAPUANEWGUINEA,URUGUAY,0.7479711451758341
MARSHALLISLANDS,URUGUAY,0.4515728476821192
AZERBAIJAN,URUGUAY,0.771135781383433
MADAGASCAR,URUGUAY,0.734906037584966
CAMEROON,URUGUAY,0.7285394376710624
SAUDIARABIA,URUGUAY,0.764413898434517
IRANISLAMICREPUBLICOF,URUGUAY,0.7554229934924078
NEPAL,URUGUAY,0.81937893081761
SAMOA,URUGUAY,0.729021789522485
IRAQ,URUGUAY,0.6632302405498282
LIBYA,URUGUAY,0.7976833976833977
BAHRAIN,URUGUAY,0.8095641134151502
GUINEA,URUGUAY,0.7499502289468445
EQUATORIALGUINEA,URUGUAY,0.4391457599004769
KYRGYZSTAN,URUGUAY,0.6703672075149445
ERITREA,URUGUAY,0.7828773168578994
KUWAIT,URUGUAY,0.7971602434077079
ARMENIA,URUGUAY,0.683603757472246
MAURITANIA,URUGUAY,0.7632850241545893
SINGAPORE,URUGUAY,0.8147544324434481
CENTRALAFRICANREPUBLIC,URUGUAY,0.6073888541014402
PERU,URUGUAY,0.834860633829706
LIECHTENSTEIN,URUGUAY,0.6558752997601919
NETHERLANDS,URUGUAY,0.56725479036236
SERBIA,URUGUAY,0.654913728432108
HAITI,URUGUAY,0.7046582665139366
IRELAND,URUGUAY,0.6501572327044025
KAZAKHSTAN,URUGUAY,0.8030807660283097
DJIBOUTI,URUGUAY,0.7992512868507253
DEMOCRATICPEOPLESREPUBLICOFKOREA,URUGUAY,0.6498344370860927
BOSNIAANDHERZEGOVINA,URUGUAY,0.5452604611443211
PAKISTAN,URUGUAY,0.7664107485604607
SWEDEN,URUGUAY,0.6586656586656586
SOMALIA,URUGUAY,0.5602879424115177
SLOVAKIA,URUGUAY,0.6202029113365681
AUSTRALIA,URUGUAY,0.5715922107674685
KIRIBATI,URUGUAY,0.30526887561108096
QATAR,URUGUAY,0.8061375661375662
LITHUANIA,URUGUAY,0.6063741721854304
ICELAND,URUGUAY,0.6165169183712483
LUXEMBOURG,URUGUAY,0.548491790759832
ETHIOPIA,URUGUAY,0.7826004906586148
COMOROS,URUGUAY,0.5878103837471783
SRILANKA,URUGUAY,0.8184165232358004
GUYANA,URUGUAY,0.8145111703217872
TONGA,URUGUAY,0.5535035306898425
URUGUAY,UZBEKISTAN,0.5623398804440649
URUGUAY,VANUATU,0.6092436974789915
LESOTHO,URUGUAY,0.7300676368108219
COLOMBIA,URUGUAY,0.8340969835815196
GUINEABISSAU,URUGUAY,0.6668893342240035
BOTSWANA,URUGUAY,0.750768600122976
COSTARICA,URUGUAY,0.7961053837342497
TAJIKISTAN,URUGUAY,0.64133219470538
LIBERIA,URUGUAY,0.6324933180603284
COTEDIVOIRE,URUGUAY,0.7803910456219892
GABON,URUGUAY,0.7153138744502199
INDIA,URUGUAY,0.7254677357770142
ECUADOR,URUGUAY,0.8281786941580757
ESWATINI,URUGUAY,0.5818639798488665
SEYCHELLES,URUGUAY,0.45256645279560037
SAINTKITTSANDNEVIS,URUGUAY,0.47776510832383123
SOLOMONISLANDS,URUGUAY,0.638343705122068
MAURITIUS,URUGUAY,0.772689598010775
ANDORRA,URUGUAY,0.6279788172992057
SAOTOMEANDPRINCIPE,URUGUAY,0.5250225428313796
BELARUS,URUGUAY,0.7605473204104903
PALAU,URUGUAY,0.2767816091954023
GEORGIA,URUGUAY,0.5725875320239112
MYANMAR,URUGUAY,0.7839224629418472
AFGHANISTAN,URUGUAY,0.7170713056776907
CZECHIA,URUGUAY,0.5656742556917689
MEXICO,URUGUAY,0.8323787705231004
BANGLADESH,URUGUAY,0.8189712758851035
FINLAND,URUGUAY,0.6393474842767296
ISRAEL,URUGUAY,0.31003861003861005
HONDURAS,URUGUAY,0.7768232149675449
MALI,URUGUAY,0.7838484546360918
NORTHMACEDONIA,URUGUAY,0.5830388692579506
LEBANON,URUGUAY,0.7504772814051165
BARBADOS,URUGUAY,0.8108329913828478
BHUTAN,URUGUAY,0.7565051829913264
MOROCCO,URUGUAY,0.793062672447773
MALTA,URUGUAY,0.710821275728551
SURINAME,URUGUAY,0.7975372957613072
CANADA,URUGUAY,0.5240549828178694
UNITEDARABEMIRATES,URUGUAY,0.8104255319148936
CROATIA,URUGUAY,0.6041844577284372
KENYA,URUGUAY,0.7891737891737892
RWANDA,URUGUAY,0.6283633420999393
CONGO,URUGUAY,0.709445150360017
GUATEMALA,URUGUAY,0.7804505536464299
ANTIGUAANDBARBUDA,URUGUAY,0.7411114037397946
LATVIA,URUGUAY,0.597682119205298
TOGO,URUGUAY,0.8006797281087565
GRENADA,URUGUAY,0.6372745490981964
NAMIBIA,URUGUAY,0.8093525179856115
SYRIANARABREPUBLIC,URUGUAY,0.7277342923630209
NORWAY,URUGUAY,0.6153111874761359
CHILE,URUGUAY,0.8346381516135192
DOMINICA,URUGUAY,0.38737864077669903
ALBANIA,URUGUAY,0.48388364779874216
TRINIDADANDTOBAGO,URUGUAY,0.8088205543192394
PANAMA,URUGUAY,0.8003054600992745
MONTENEGRO,URUGUAY,0.6196549137284321
NIGERIA,URUGUAY,0.7946161515453639
GHANA,URUGUAY,0.7813180288937265
OMAN,URUGUAY,0.7955555555555556
SLOVENIA,URUGUAY,0.625533731853117
BAHAMAS,URUGUAY,0.8160315374507228
JAMAICA,URUGUAY,0.8300627149504349
BOLIVIAPLURINATIONALSTATEOF,URUGUAY,0.8443854995579133
SAINTLUCIA,URUGUAY,0.751358024691358
MONGOLIA,URUGUAY,0.7311871227364185
PORTUGAL,URUGUAY,0.5607311320754716
DEMOCRATICREPUBLICOFTHECONGO,URUGUAY,0.5094070695553021
ELSALVADOR,URUGUAY,0.7749140893470791
GAMBIA,URUGUAY,0.5852863256572244
TURKMENISTAN,URUGUAY,0.5409906063193851
MICRONESIAFEDERATEDSTATESOF,URUGUAY,0.3654801324503311
TIMORLESTE,URUGUAY,0.7818627450980392
BELIZE,URUGUAY,0.711922268907563
CHAD,URUGUAY,0.6389444222311076
BURKINAFASO,URUGUAY,0.8284411513251638
LAOPEOPLESDEMOCRATICREPUBLIC,URUGUAY,0.7888888888888889
TUVALU,URUGUAY,0.5239977413890458
JORDAN,URUGUAY,0.7961335676625659
PARAGUAY,URUGUAY,0.7649866361206568
SERBIAANDMONTENEGRO,URUGUAY,0.672566371681416
BOLIVIA,URUGUAY,0.8110951697752271
THEFORMERYUGOSLAVREPUBLICOFMACEDONIA,URUGUAY,0.6300403225806451
CAPEVERDE,URUGUAY,0.735874931431706
CZECHREPUBLIC,URUGUAY,0.6297169811320755
URUGUAY,VENEZUELA,0.8179643901142706
SWAZILAND,URUGUAY,0.6946013101423085
LIBYANARABJAMAHIRIYA,URUGUAY,0.7596967045785944
URUGUAY,YUGOSLAVIA,0.6305057096247961
MOLDOVA,URUGUAY,0.6722222222222223
UPPERVOLTA,URUGUAY,0.6878767582049564
DEMOCRATICYEMEN,URUGUAY,0.7334831460674157
IVORYCOAST,URUGUAY,0.709310113864702
UKRAINIANSSR,URUGUAY,0.4838150289017341
LAOPEOPLEsDEMOCRATICREPUBLIC,URUGUAY,0.6131301289566237
BYELORUSSIANSSR,URUGUAY,0.48323699421965316
DEMOCRATICKAMPUCHEA,URUGUAY,0.47245017584994137
UNITEDREPUBLICOFCAMEROON,URUGUAY,0.7395727365208545
GERMANDEMOCRATICREPUBLIC,URUGUAY,0.6429263565891473
BURMA,URUGUAY,0.6954464813719693
URUGUAY,ZAIRE,0.7407407407407407
GERMANYFEDERALREPUBLICOF,URUGUAY,0.40988372093023256
URUGUAY,USSR,0.6121543188801639
CZECHOSLOVAKIA,URUGUAY,0.595759003702457
LIBYANARABREPUBLIC,URUGUAY,0.6675824175824175
IRAN,URUGUAY,0.7387096774193549
KHMERREPUBLIC,URUGUAY,0.6860068259385665
LAOS,URUGUAY,0.664364640883978
CEYLON,URUGUAY,0.6318181818181818
DAHOMEY,URUGUAY,0.656896551724138
UNITEDARABREPUBLIC,URUGUAY,0.5551948051948052
SYRIA,URUGUAY,0.5874439461883408
SOUTHERNYEMEN,URUGUAY,0.5132743362831859
CONGOBRAZZAVILLE,URUGUAY,0.5125448028673835
CONGOLEOPOLDVILLE,URUGUAY,0.6509090909090909
CENTRALAFRICANEMPIRE,URUGUAY,0.6635071090047393
UNIONOFSOUTHAFRICA,URUGUAY,0.4166666666666667
FEDERATIONOFMALAYA,URUGUAY,0.7983870967741935
SURINAM,URUGUAY,0.5736040609137056
EGYPT,SPAIN,0.5777228742021824
NEWZEALAND,SPAIN,0.8027412483793295
SPAIN,UNITEDSTATES,0.43548963545389563
FRANCE,SPAIN,0.7150768131475527
CHINA,SPAIN,0.5748481600571633
SPAIN,UKRAINE,0.7333333333333333
NIGER,SPAIN,0.5250149491728124
SAINTVINCENTANDTHEGRENADINES,SPAIN,0.43872611464968153
ESTONIA,SPAIN,0.9048013245033113
SOUTHAFRICA,SPAIN,0.3051699859183263
SPAIN,VIETNAM,0.4988301357042583
BELGIUM,SPAIN,0.7796343620994692
GERMANY,SPAIN,0.9178082191780822
SPAIN,TUNISIA,0.597877358490566
INDONESIA,SPAIN,0.5820158102766798
DOMINICANREPUBLIC,SPAIN,0.5375393081761006
BRAZIL,SPAIN,0.6411510250141057
SPAIN,UNITEDREPUBLICOFTANZANIA,0.5665375993478704
PHILIPPINES,SPAIN,0.6218519953506393
ALGERIA,SPAIN,0.5723119888290444
BENIN,SPAIN,0.5342557464851596
DENMARK,SPAIN,0.8283860821702379
ROMANIA,SPAIN,0.7326598018263066
ARGENTINA,SPAIN,0.6598257502420135
GREECE,SPAIN,0.8431603773584906
AUSTRIA,SPAIN,0.8160377358490566
SPAIN,SWITZERLAND,0.8854166666666666
CYPRUS,SPAIN,0.7121151539384246
MOZAMBIQUE,SPAIN,0.5288548241659152
SPAIN,SUDAN,0.5592118226600985
FIJI,SPAIN,0.5693599160545645
BULGARIA,SPAIN,0.6987390882638216
CUBA,SPAIN,0.4962657232704403
SPAIN,UGANDA,0.5245737211634904
SPAIN,ZAMBIA,0.5810372771474879
SOUTHSUDAN,SPAIN,0.20815450643776823
MONACO,SPAIN,0.8892321270962048
REPUBLICOFKOREA,SPAIN,0.8141556291390728
REPUBLICOFMOLDOVA,SPAIN,0.8593243868579361
SANMARINO,SPAIN,0.842869342442357
SPAIN,YEMEN,0.5371462264150944
ITALY,SPAIN,0.8030660377358491
BURUNDI,SPAIN,0.5281306715063521
HUNGARY,SPAIN,0.6929149018097805
CAMBODIA,SPAIN,0.4696777467647805
MALAWI,SPAIN,0.4856327695129407
NAURU,SPAIN,0.2574687669744704
NICARAGUA,SPAIN,0.5448667711598746
BRUNEIDARUSSALAM,SPAIN,0.5572405590246804
POLAND,SPAIN,0.700759789596727
SPAIN,THAILAND,0.6193003144654088
MALDIVES,SPAIN,0.5556015738248085
SIERRALEONE,SPAIN,0.5367027677496992
SPAIN,TURKEY,0.7594339622641509
CABOVERDE,SPAIN,0.5354430379746835
PAPUANEWGUINEA,SPAIN,0.5374211000901713
MARSHALLISLANDS,SPAIN,0.4925496688741722
AZERBAIJAN,SPAIN,0.5734415029888984
MADAGASCAR,SPAIN,0.5285885645741704
CAMEROON,SPAIN,0.4987763093489966
SAUDIARABIA,SPAIN,0.5603380503144654
IRANISLAMICREPUBLICOF,SPAIN,0.4867136659436009
NEPAL,SPAIN,0.5853038889974594
SAMOA,SPAIN,0.5957348168752897
IRAQ,SPAIN,0.4705188679245283
LIBYA,SPAIN,0.5173745173745173
BAHRAIN,SPAIN,0.5903512484130343
GUINEA,SPAIN,0.5426326129666011
EQUATORIALGUINEA,SPAIN,0.3161932407215426
KYRGYZSTAN,SPAIN,0.4850555081127242
ERITREA,SPAIN,0.5136804942630185
KUWAIT,SPAIN,0.585395537525355
ARMENIA,SPAIN,0.6635354397950469
MAURITANIA,SPAIN,0.5589774557165862
SINGAPORE,SPAIN,0.6060729570002038
CENTRALAFRICANREPUBLIC,SPAIN,0.42705072010018785
PERU,SPAIN,0.6450471698113207
LIECHTENSTEIN,SPAIN,0.9008792965627498
NETHERLANDS,SPAIN,0.7973663522012578
SERBIA,SPAIN,0.7831957989497375
HAITI,SPAIN,0.5106132075471698
IRELAND,SPAIN,0.8053390491036633
KAZAKHSTAN,SPAIN,0.6322084579239641
DJIBOUTI,SPAIN,0.5715571557155715
DEMOCRATICPEOPLESREPUBLICOFKOREA,SPAIN,0.41721854304635764
BOSNIAANDHERZEGOVINA,SPAIN,0.7284372331340735
PAKISTAN,SPAIN,0.5962571799147675
SPAIN,SWEDEN,0.800668370355809
SOMALIA,SPAIN,0.40571885622875425
SLOVAKIA,SPAIN,0.9470666078517865
AUSTRALIA,SPAIN,0.7429245283018868
KIRIBATI,SPAIN,0.19880499728408474
QATAR,SPAIN,0.5811640211640212
LITHUANIA,SPAIN,0.9165322580645161
ICELAND,SPAIN,0.8168238993710691
LUXEMBOURG,SPAIN,0.7832154088050315
ETHIOPIA,SPAIN,0.5632861635220126
COMOROS,SPAIN,0.3923250564334086
SPAIN,SRILANKA,0.5877796901893287
GUYANA,SPAIN,0.5969845150774246
SPAIN,TONGA,0.4280282455187398
SPAIN,UZBEKISTAN,0.40649017933390263
SPAIN,VANUATU,0.4180672268907563
LESOTHO,SPAIN,0.5292068046730888
COLOMBIA,SPAIN,0.6181356263435607
GUINEABISSAU,SPAIN,0.4696058784235137
BOTSWANA,SPAIN,0.5556466489034638
COSTARICA,SPAIN,0.5900157232704403
SPAIN,TAJIKISTAN,0.45388556789069173
LIBERIA,SPAIN,0.45990566037735847
COTEDIVOIRE,SPAIN,0.530635508691935
GABON,SPAIN,0.51359456217513
INDIA,SPAIN,0.53812893081761
ECUADOR,SPAIN,0.6014150943396226
ESWATINI,SPAIN,0.33249370277078083
SEYCHELLES,SPAIN,0.29514207149404215
SAINTKITTSANDNEVIS,SPAIN,0.30216647662485746
SOLOMONISLANDS,SPAIN,0.4538056486357109
MAURITIUS,SPAIN,0.5656858682138417
ANDORRA,SPAIN,0.9143865842894969
SAOTOMEANDPRINCIPE,SPAIN,0.36045987376014427
BELARUS,SPAIN,0.5558722919042189
PALAU,SPAIN,0.3310344827586207
GEORGIA,SPAIN,0.7788215200683177
MYANMAR,SPAIN,0.5042759407069556
AFGHANISTAN,SPAIN,0.5188679245283019
CZECHIA,SPAIN,0.9071803852889667
MEXICO,SPAIN,0.6346228239845261
BANGLADESH,SPAIN,0.5787129815185927
FINLAND,SPAIN,0.7977330467070549
ISRAEL,SPAIN,0.4369103773584906
HONDURAS,SPAIN,0.5754716981132075
MALI,SPAIN,0.5703718512594962
NORTHMACEDONIA,SPAIN,0.9328621908127208
LEBANON,SPAIN,0.5430424528301887
BARBADOS,SPAIN,0.589249076733689
BHUTAN,SPAIN,0.5386079966151893
MOROCCO,SPAIN,0.5881556028643313
MALTA,SPAIN,0.7395557367026696
SPAIN,SURINAME,0.5403741416054937
CANADA,SPAIN,0.7191430817610063
SPAIN,UNITEDARABEMIRATES,0.5891489361702128
CROATIA,SPAIN,0.88599487617421
KENYA,SPAIN,0.571021571021571
RWANDA,SPAIN,0.4617529880478088
CONGO,SPAIN,0.4902583650995341
GUATEMALA,SPAIN,0.5772405660377359
ANTIGUAANDBARBUDA,SPAIN,0.4882802212272847
LATVIA,SPAIN,0.9014900662251656
SPAIN,TOGO,0.5951103160405486
GRENADA,SPAIN,0.4520151413938989
NAMIBIA,SPAIN,0.5291766586730615
SPAIN,SYRIANARABREPUBLIC,0.5191268191268191
NORWAY,SPAIN,0.8268474842767296
CHILE,SPAIN,0.6508056872037915
DOMINICA,SPAIN,0.24733009708737863
ALBANIA,SPAIN,0.5685927672955975
SPAIN,TRINIDADANDTOBAGO,0.5856767145458224
PANAMA,SPAIN,0.6145752143413874
MONTENEGRO,SPAIN,0.9444861215303826
NIGERIA,SPAIN,0.5848726424265993
GHANA,SPAIN,0.5671878092222442
OMAN,SPAIN,0.5805914202415661
SLOVENIA,SPAIN,0.9346712211784799
BAHAMAS,SPAIN,0.5867279894875165
JAMAICA,SPAIN,0.6099534695529031
BOLIVIAPLURINATIONALSTATEOF,SPAIN,0.502803738317757
SAINTLUCIA,SPAIN,0.508641975308642
MONGOLIA,SPAIN,0.5398390342052314
PORTUGAL,SPAIN,0.8240959119496856
DEMOCRATICREPUBLICOFTHECONGO,SPAIN,0.3112807463952502
ELSALVADOR,SPAIN,0.566627358490566
GAMBIA,SPAIN,0.4102302832687997
SPAIN,TURKMENISTAN,0.35354397950469685
MICRONESIAFEDERATEDSTATESOF,SPAIN,0.48344370860927155
SPAIN,TIMORLESTE,0.5422794117647058
BELIZE,SPAIN,0.49789915966386555
CHAD,SPAIN,0.4711804184761153
BURKINAFASO,SPAIN,0.5445996010259333
LAOPEOPLESDEMOCRATICREPUBLIC,SPAIN,0.5068376068376068
SPAIN,TUVALU,0.37775268210050816
JORDAN,SPAIN,0.5871453387376955
PARAGUAY,SPAIN,0.5618506175259753
SERBIAANDMONTENEGRO,SPAIN,0.9380530973451328
BOLIVIA,SPAIN,0.6029411764705882
SPAIN,THEFORMERYUGOSLAVREPUBLICOFMACEDONIA,0.8790322580645161
CAPEVERDE,SPAIN,0.5332976731746456
CZECHREPUBLIC,SPAIN,0.9413423575860124
SPAIN,VENEZUELA,0.6435509983810038
SPAIN,SWAZILAND,0.5035012423763271
LIBYANARABJAMAHIRIYA,SPAIN,0.5403907844852727
SPAIN,YUGOSLAVIA,0.5223922902494331
MOLDOVA,SPAIN,0.9277777777777778
SPAIN,UPPERVOLTA,0.6182183523107837
DEMOCRATICYEMEN,SPAIN,0.56
IVORYCOAST,SPAIN,0.6396517079705292
SPAIN,UKRAINIANSSR,0.4550632911392405
LAOPEOPLEsDEMOCRATICREPUBLIC,SPAIN,0.5334114888628371
BYELORUSSIANSSR,SPAIN,0.4531645569620253
DEMOCRATICKAMPUCHEA,SPAIN,0.39273153575615477
SPAIN,UNITEDREPUBLICOFCAMEROON,0.7019328585961343
GERMANDEMOCRATICREPUBLIC,SPAIN,0.494949494949495
BURMA,SPAIN,0.6196202531645569
SPAIN,ZAIRE,0.6839506172839506
GERMANYFEDERALREPUBLICOF,SPAIN,0.5915697674418605
SPAIN,USSR,0.49201844625753816
CZECHOSLOVAKIA,SPAIN,0.5076214108472173
LIBYANARABREPUBLIC,SPAIN,0.6648351648351648
IRAN,SPAIN,0.6685714285714286
KHMERREPUBLIC,SPAIN,0.6689419795221843
LAOS,SPAIN,0.5732044198895028
CEYLON,SPAIN,0.5068181818181818
DAHOMEY,SPAIN,0.5586206896551724
SPAIN,UNITEDARABREPUBLIC,0.4707792207792208
SPAIN,SYRIA,0.5101351351351351
SOUTHERNYEMEN,SPAIN,0.5752212389380531
CONGOBRAZZAVILLE,SPAIN,0.3978494623655914
CONGOLEOPOLDVILLE,SPAIN,0.509090909090909
CENTRALAFRICANEMPIRE,SPAIN,0.6303317535545023
SPAIN,UNIONOFSOUTHAFRICA,0.5
FEDERATIONOFMALAYA,SPAIN,0.43548387096774194
SPAIN,SURINAM,0.5279187817258884
EGYPT,NEWZEALAND,0.5797882963850609
EGYPT,UNITEDSTATES,0.2369371081132434
EGYPT,FRANCE,0.42857142857142855
CHINA,EGYPT,0.8003419452887538
EGYPT,UKRAINE,0.6577308421337665
EGYPT,NIGER,0.7943727522741697
EGYPT,SAINTVINCENTANDTHEGRENADINES,0.6440764331210191
EGYPT,ESTONIA,0.4991721854304636
EGYPT,SOUTHAFRICA,0.4178473250158596
EGYPT,VIETNAM,0.8315395414131961
BELGIUM,EGYPT,0.4597281395820653
EGYPT,GERMANY,0.5107463853067604
EGYPT,TUNISIA,0.9166841552990556
EGYPT,INDONESIA,0.9143438453713123
DOMINICANREPUBLIC,EGYPT,0.7269776876267748
BRAZIL,EGYPT,0.8281092012133469
EGYPT,UNITEDREPUBLICOFTANZANIA,0.853818489528242
EGYPT,PHILIPPINES,0.8737765089722676
ALGERIA,EGYPT,0.8984341938214134
BENIN,EGYPT,0.8025780189959294
DENMARK,EGYPT,0.5248484848484849
EGYPT,ROMANIA,0.6605389596824733
ARGENTINA,EGYPT,0.7840955078915419
EGYPT,GREECE,0.6077079107505071
AUSTRIA,EGYPT,0.5874476987447699
EGYPT,SWITZERLAND,0.5441176470588235
CYPRUS,EGYPT,0.7565051829913264
EGYPT,MOZAMBIQUE,0.8250676284941388
EGYPT,SUDAN,0.895112229913992
EGYPT,FIJI,0.765178760313095
BULGARIA,EGYPT,0.6100418410041841
CUBA,EGYPT,0.8312134060165556
EGYPT,UGANDA,0.8087581975883225
EGYPT,ZAMBIA,0.8578379521895494
EGYPT,SOUTHSUDAN,0.2875536480686695
EGYPT,MONACO,0.4673433362753751
EGYPT,REPUBLICOFKOREA,0.5896319746735259
EGYPT,REPUBLICOFMOLDOVA,0.5122628412771865
EGYPT,SANMARINO,0.5175064047822374
EGYPT,YEMEN,0.8690330477356181
EGYPT,ITALY,0.486116782360147
BURUNDI,EGYPT,0.7787180029617093
EGYPT,HUNGARY,0.602092050209205
CAMBODIA,EGYPT,0.7327277731902009
EGYPT,MALAWI,0.6388830124814893
EGYPT,NAURU,0.2960347637153721
EGYPT,NICARAGUA,0.7787216828478964
BRUNEIDARUSSALAM,EGYPT,0.9125780553077609
EGYPT,POLAND,0.6170886075949367
EGYPT,THAILAND,0.8859129012471887
EGYPT,MALDIVES,0.8423947535434737
EGYPT,SIERRALEONE,0.7952189549397081
EGYPT,TURKEY,0.6780141843971631
CABOVERDE,EGYPT,0.7936708860759494
EGYPT,PAPUANEWGUINEA,0.7294860234445446
EGYPT,MARSHALLISLANDS,0.34561258278145696
AZERBAIJAN,EGYPT,0.7839453458582408
EGYPT,MADAGASCAR,0.785172704296546
CAMEROON,EGYPT,0.7443910256410257
EGYPT,SAUDIARABIA,0.8933062880324544
EGYPT,IRANISLAMICREPUBLICOF,0.8709327548806941
EGYPT,NEPAL,0.8872384937238493
EGYPT,SAMOA,0.6641168289290682
EGYPT,IRAQ,0.7490872210953347
EGYPT,LIBYA,0.8572874493927125
BAHRAIN,EGYPT,0.9206517139229793
EGYPT,GUINEA,0.8320287708906283
