assembly_session,vote_id,resolution,amendment,vote_date,significant_vote,yes_votes,no_votes,abstain,colonization,human_rights,israel_palestine,disarmament,nuclear_weapons,economic_development
37,2475,R/37/235C,1,12/2/1982,0,130,9,3,0,0,0,0,0,0
37,2476,R/37/236B,0,12/6/1982,0,142,1,1,0,0,1,0,0,0
37,2477,R/37/237/II,0,12/6/1982,0,142,3,0,0,0,0,0,0,1
37,2478,R/37/237/XI,0,12/6/1982,0,133,1,11,0,0,0,0,0,0
37,2479,R/37/237/XII,0,12/6/1982,0,109,22,9,0,0,0,0,0,0
37,2480,R/37/238,0,12/6/1982,0,123,9,10,0,0,0,0,0,0
37,2481,R/37/243A,0,12/6/1982,0,118,14,12,0,0,0,0,0,0
37,2482,R/37/243C,0,12/6/1982,0,117,13,12,0,0,0,0,0,0
37,2483,R/37/11,0,11/3/1982,0,138,1,0,0,0,0,0,0,0
37,2484,R/37/102,0,12/1/1982,0,126,0,17,0,0,0,0,0,0
37,2485,R/37/103,0,12/6/1982,0,113,1,30,0,0,0,0,0,0
37,2486,R/37/104,0,12/6/1982,0,110,10,17,0,0,0,0,0,0
37,2487,R/37/105,0,12/6/1982,0,119,15,8,0,0,0,0,0,0
37,2488,R/37/114,0,12/6/1982,0,125,0,17,0,0,0,0,0,0
37,2489,R/37/420,0,11/4/1982,0,123,11,15,1,0,0,0,0,0
37,2490,R/37/408,0,12/5/1982,0,108,15,18,0,0,0,0,0,0
38,2491,R/38/3,0,10/4/1983,1,106,23,19,0,0,0,0,0,0
38,2492,R/38/7,0,11/6/1983,1,107,9,28,0,0,0,0,0,0
38,2493,R/38/9,0,11/7/1983,0,125,2,12,0,0,1,0,1,0
38,2494,R/38/11,0,11/5/1983,0,142,0,7,0,0,0,0,0,0
38,2495,R/38/12,0,11/6/1983,0,87,9,54,0,0,0,0,0,0
38,2496,R/38/13,0,11/4/1983,0,121,1,22,1,0,0,0,0,0
38,2497,R/38/29,0,11/6/1983,1,116,20,17,0,0,0,0,0,0
38,2498,R/38/34,0,11/1/1983,0,124,0,13,0,0,0,0,0,0
38,2499,R/38/36A,0,12/3/1983,0,119,0,29,1,0,0,0,0,0
38,2500,R/38/36B,0,12/3/1983,0,123,0,27,0,0,0,0,0,0
38,2501,R/38/36C,0,12/3/1983,0,147,0,5,0,0,0,0,0,0
38,2502,R/38/36D,0,12/3/1983,0,125,0,22,0,0,0,0,0,0
38,2503,R/38/36E,0,12/3/1983,0,147,0,5,0,0,0,0,0,0
38,2504,R/38/39A,0,12/6/1983,1,124,16,10,0,1,0,0,0,0
38,2505,R/38/39B,0,12/6/1983,0,128,2,22,0,1,0,0,0,0
38,2506,R/38/39C,0,12/6/1983,0,146,2,4,0,0,0,0,0,0
38,2507,R/38/39D,0,12/6/1983,0,122,10,18,0,0,0,0,0,0
38,2508,R/38/39E,0,12/6/1983,0,149,1,2,0,1,0,0,0,0
38,2509,R/38/39F,0,12/6/1983,0,105,18,18,0,0,1,0,1,0
38,2510,R/38/39G,0,12/6/1983,1,122,9,17,0,0,0,0,1,0
38,2511,R/38/39I,0,12/6/1983,0,140,1,9,0,0,0,0,0,1
38,2512,R/38/39J,0,12/6/1983,0,130,6,14,0,0,0,0,0,0
38,2513,R/38/39K,0,12/6/1983,0,145,1,6,0,1,0,0,0,0
38,2514,R/38/54,0,12/1/1983,0,141,2,8,1,0,0,0,0,0
38,2515,R/38/55,0,12/1/1983,0,147,0,4,1,0,0,0,0,0
38,2516,R/38/58A,0,12/7/1983,0,126,2,19,0,1,1,0,0,0
38,2517,R/38/58B,0,12/7/1983,0,127,3,17,0,1,1,0,0,0
38,2518,R/38/58C,0,12/7/1983,0,124,4,15,1,0,1,0,0,0
38,2519,R/38/58D,0,12/7/1983,0,144,2,0,0,0,1,0,0,0
38,2520,R/38/58E,0,12/7/1983,0,125,3,15,0,0,1,0,0,0
38,2521,R/38/59A,0,12/1/1983,0,136,2,6,0,0,0,0,0,0
38,2522,R/38/180A,0,12/6/1983,0,84,24,31,1,0,1,0,0,0
38,2523,R/38/180B,0,12/6/1983,0,121,1,20,1,0,1,0,0,0
38,2524,R/38/180C,0,12/6/1983,0,137,1,3,0,0,1,0,0,0
38,2525,R/38/180D,0,12/6/1983,0,101,18,20,0,0,1,0,0,0
38,2526,R/38/180E,0,12/6/1983,1,81,27,29,0,0,1,0,0,0
38,2527,R/38/61,0,12/2/1983,0,135,0,9,0,0,0,1,1,0
38,2528,R/38/62,0,12/2/1983,0,119,2,26,0,0,0,1,1,0
38,2529,R/38/63,0,12/2/1983,0,119,0,29,0,0,0,1,1,0
38,2530,R/38/65,0,12/2/1983,0,94,3,46,0,0,0,1,1,0
38,2531,R/38/67,0,12/2/1983,0,108,17,18,0,0,0,1,1,0
38,2532,R/38/68,0,12/2/1983,0,141,0,6,0,0,0,0,1,0
38,2533,R/38/69,0,12/2/1983,0,99,2,39,0,0,1,1,1,0
38,2534,R/38/70,0,12/2/1983,0,147,1,1,0,0,0,1,0,0
38,2535,R/38/71A,0,12/2/1983,0,137,0,12,0,0,0,1,0,1
38,2536,R/38/72,0,12/2/1983,0,118,4,24,0,0,0,0,1,0
38,2537,R/38/73B,0,12/2/1983,0,125,15,6,0,0,0,1,1,0
38,2538,R/38/73E,0,12/2/1983,0,124,13,8,0,0,0,1,1,0
38,2539,R/38/73F,0,12/2/1983,0,112,1,29,0,0,0,1,0,0
38,2540,R/38/73G,0,12/2/1983,0,126,17,6,0,0,0,1,1,0
38,2541,R/38/73H,0,12/2/1983,0,133,0,13,0,0,0,1,0,0
38,2542,R/38/74,0,12/2/1983,0,135,0,7,0,0,0,1,1,0
38,2543,R/38/75,0,12/2/1983,0,95,19,30,0,0,0,0,1,0
38,2544,R/38/76,0,12/2/1983,0,108,18,20,0,0,0,1,1,0
38,2545,R/38/181A,0,12/7/1983,0,142,0,6,0,0,0,1,1,0
38,2546,R/38/181B,0,12/7/1983,0,133,4,11,0,0,0,1,1,0
38,2547,R/38/182,0,12/7/1983,0,116,1,26,0,0,0,1,1,1
38,2548,R/38/183A,0,12/7/1983,0,88,31,24,0,0,0,1,0,0
38,2549,R/38/183B,0,12/7/1983,0,110,19,15,0,0,0,1,1,0
38,2550,R/38/183C,0,12/7/1983,0,74,12,57,0,0,0,1,1,1
38,2551,R/38/183D,0,12/7/1983,0,108,19,16,0,0,0,1,1,0
38,2552,R/38/183F,0,12/7/1983,0,110,15,15,0,0,0,1,0,0
38,2553,R/38/183G,0,12/7/1983,0,128,0,20,0,0,0,1,1,0
38,2554,R/38/183H,0,12/7/1983,0,132,10,7,0,0,0,1,0,0
38,2555,R/38/183I,0,12/7/1983,0,129,2,18,0,0,0,1,0,0
38,2556,R/38/183J,0,12/7/1983,0,132,1,15,0,0,0,1,1,0
38,2557,R/38/183L,0,12/7/1983,0,136,0,12,0,0,0,1,0,0
38,2558,R/38/183M,0,12/7/1983,0,133,1,14,0,0,0,1,1,0
38,2559,R/38/183N,0,12/7/1983,0,122,1,25,0,0,0,1,1,0
38,2560,R/38/183P,0,12/7/1983,0,99,18,24,0,0,0,0,0,0
38,2561,R/38/184B,0,12/7/1983,0,116,13,8,0,0,0,0,0,0
38,2562,R/38/187A,0,12/7/1983,0,98,1,49,0,0,0,1,0,0
38,2563,R/38/187C,0,12/7/1983,1,96,20,31,0,0,0,1,0,0
38,2564,R/38/188A,0,12/7/1983,0,138,0,8,0,0,0,1,0,0
38,2565,R/38/188C,0,12/7/1983,0,119,0,21,0,0,0,0,1,0
38,2566,R/38/188E,0,12/7/1983,0,124,0,23,0,0,0,1,1,0
38,2567,R/38/188F,0,12/7/1983,0,73,19,46,0,0,0,1,0,0
38,2568,R/38/188G,0,12/7/1983,0,113,1,32,0,0,0,1,1,0
38,2569,R/38/188H,0,12/7/1983,0,132,1,15,0,0,0,1,0,0
38,2570,R/38/188I,0,12/7/1983,0,146,0,3,0,0,0,0,1,0
38,2571,R/38/188J,0,12/7/1983,0,114,17,12,0,0,0,1,0,0
38,2572,R/38/190,0,12/7/1983,0,135,0,12,0,0,0,1,0,0
38,2573,R/38/191,0,12/7/1983,0,109,20,18,0,0,0,0,0,0
38,2574,R/38/79A,0,12/2/1983,0,111,2,28,0,0,1,0,0,0
38,2575,R/38/79B,0,12/2/1983,0,146,1,1,1,1,1,0,0,0
38,2576,R/38/79C,0,12/2/1983,0,147,1,1,0,0,1,0,0,0
38,2577,R/38/79D,0,12/2/1983,0,115,2,27,1,1,1,0,0,0
38,2578,R/38/79E,0,12/2/1983,0,146,1,1,0,0,1,0,0,0
38,2579,R/38/79F,0,12/2/1983,0,144,1,1,0,0,1,0,0,0
38,2580,R/38/79G,0,12/2/1983,0,116,2,28,1,0,1,0,0,0
38,2581,R/38/79H,0,12/2/1983,0,145,1,1,0,0,1,0,0,0
38,2582,R/38/80,0,12/2/1983,0,128,12,8,0,0,0,0,0,0
38,2583,R/38/81,0,12/2/1983,0,126,16,5,0,0,0,0,0,0
38,2584,R/38/82B,0,12/2/1983,0,136,4,9,0,0,0,0,0,0
38,2585,R/38/83A,0,12/2/1983,0,147,0,1,0,0,1,0,0,0
38,2586,R/38/83D,0,12/2/1983,0,147,0,1,0,0,1,0,0,0
38,2587,R/38/83E,0,12/2/1983,0,146,2,0,0,0,1,0,0,0
38,2588,R/38/83F,0,12/2/1983,0,123,19,3,0,0,1,0,0,0
38,2589,R/38/83G,0,12/2/1983,0,128,2,17,1,0,1,0,0,0
38,2590,R/38/83H,0,12/2/1983,0,125,2,20,0,0,1,0,0,0
38,2591,R/38/83I,0,12/2/1983,0,130,2,14,0,0,1,0,0,0
38,2592,R/38/83J,0,12/2/1983,0,145,2,0,0,0,1,0,0,0
38,2593,R/38/83K,0,12/2/1983,0,146,2,0,1,0,1,0,0,0
38,2594,R/38/85,0,12/2/1983,0,142,2,0,0,0,1,0,0,0
38,2595,R/38/144,0,12/6/1983,0,120,2,19,1,0,1,0,0,1
38,2596,R/38/145,0,12/6/1983,0,142,2,0,0,0,1,0,0,0
38,2597,R/38/150,0,12/6/1983,0,137,1,8,0,0,0,0,0,0
38,2598,R/38/154,0,12/6/1983,0,122,21,1,0,0,0,0,0,0
38,2599,R/38/162,0,12/6/1983,0,121,0,23,0,0,0,0,0,0
38,2600,R/38/166,0,12/6/1983,0,142,2,0,1,0,1,0,0,0
38,2601,R/38/174,0,12/6/1983,0,123,0,21,0,0,0,0,0,1
38,2602,R/38/177,0,12/6/1983,0,128,9,6,0,0,0,0,0,0
38,2603,R/38/196,0,12/7/1983,0,111,0,24,0,0,0,0,0,1
38,2604,R/38/197,0,12/7/1983,0,119,19,5,0,0,0,0,0,1
38,2605,R/38/202,0,12/7/1983,0,127,1,15,0,0,0,0,0,1
38,2606,R/38/17,0,11/5/1983,0,106,17,7,1,0,1,0,0,0
38,2607,R/38/19,0,11/5/1983,0,112,1,23,0,1,0,0,0,0
38,2608,R/38/25,0,11/5/1983,0,133,1,8,1,0,0,0,0,1
38,2609,R/38/100,0,12/3/1983,0,85,15,44,0,1,0,0,0,0
38,2610,R/38/101,0,12/3/1983,1,84,14,45,0,1,0,0,0,0
38,2611,R/38/102,0,12/3/1983,0,88,17,39,0,1,0,0,0,0
38,2612,R/38/107,0,12/3/1983,0,121,0,25,0,0,0,0,0,0
38,2613,R/38/108,0,12/3/1983,0,141,2,7,0,1,0,0,0,0
38,2614,R/38/112,0,12/3/1983,0,126,0,22,0,0,0,0,0,0
38,2615,R/38/113,0,12/3/1983,0,124,0,23,0,1,0,0,0,0
38,2616,R/38/124,0,12/3/1983,0,132,1,13,0,1,0,0,0,0
38,2617,R/38/49,0,12/1/1983,0,149,0,4,1,0,0,0,0,0
38,2618,R/38/50,0,12/1/1983,0,130,6,17,1,1,0,0,1,0
38,2619,R/38/51,0,12/1/1983,0,118,3,32,1,0,0,0,0,0
38,2620,R/38/35A,0,12/3/1983,0,111,3,14,0,0,0,0,0,0
38,2621,R/38/35B,0,12/3/1983,0,109,12,6,0,0,0,0,0,0
38,2622,R/38/38,0,12/6/1983,0,87,12,7,0,0,1,0,0,0
38,2623,R/38/226,0,12/7/1983,0,120,14,9,0,0,0,0,0,0
38,2624,R/38/228A,0,12/7/1983,0,132,9,0,0,0,0,0,0,0
38,2625,R/38/232,0,12/7/1983,0,128,10,2,0,0,0,0,0,0
38,2626,R/38/233,0,12/7/1983,0,127,10,2,0,0,0,0,0,0
38,2627,R/38/234/XII,0,12/7/1983,0,106,16,16,0,0,0,0,0,0
38,2628,R/38/235,0,12/7/1983,0,126,9,7,0,0,0,0,0,0
38,2629,R/38/236A,0,12/7/1983,0,122,9,13,0,0,0,0,0,0
38,2630,R/38/236C,0,12/7/1983,0,119,9,14,0,0,0,0,0,0
38,2631,R/38/237,0,12/7/1983,0,131,9,1,0,0,0,0,0,0
38,2632,R/38/238,0,12/7/1983,0,133,9,0,0,0,0,0,0,0
38,2633,R/38/239,1,12/7/1983,0,124,10,7,0,0,0,0,0,0
38,2634,R/38/128,0,12/6/1983,0,110,1,30,0,0,0,0,0,0
38,2635,R/38/132,0,12/6/1983,0,128,0,13,0,0,0,0,0,0
38,2636,R/38/133,0,12/6/1983,0,119,15,8,0,0,0,0,0,0
38,2637,R/38/416,0,12/1/1983,0,116,2,31,1,0,0,0,0,0
38,2638,R/38/419,0,12/1/1983,0,124,10,16,1,0,0,0,0,0
38,2639,R/38/451,1,12/7/1983,0,82,31,13,0,0,0,0,0,0
39,2640,R/39/2,0,9/5/1984,0,142,0,2,0,0,0,0,0,0
39,2641,R/39/5,0,10/4/1984,1,110,22,18,0,0,0,0,0,0
39,2642,R/39/6,0,11/2/1984,0,89,10,55,0,0,0,0,0,0
39,2643,R/39/9,0,11/2/1984,0,139,2,1,0,0,0,0,0,0
39,2644,R/39/11,0,11/6/1984,0,97,0,34,0,1,0,0,0,0
39,2645,R/39/13,0,11/2/1984,1,119,20,14,0,0,0,0,0,0
39,2646,R/39/14,0,11/3/1984,0,106,2,33,0,0,1,1,1,0
39,2647,R/39/48,0,12/2/1984,0,124,1,21,1,0,0,0,0,0
39,2648,R/39/49A,0,12/2/1984,0,128,2,21,0,1,1,0,0,0
39,2649,R/39/49B,0,12/2/1984,0,131,3,17,0,1,1,0,0,0
39,2650,R/39/49C,0,12/2/1984,0,132,3,15,0,0,1,0,0,0
39,2651,R/39/49D,0,12/2/1984,0,122,3,23,0,0,1,0,0,0
39,2652,R/39/50A,0,12/3/1984,0,128,0,25,1,0,0,0,0,0
39,2653,R/39/50B,0,12/3/1984,0,129,0,25,0,0,0,0,0,0
39,2654,R/39/50C,0,12/3/1984,0,148,0,7,0,0,0,0,0,0
39,2655,R/39/50D,0,12/3/1984,0,130,0,24,0,0,0,0,0,0
39,2656,R/39/50E,0,12/3/1984,0,150,0,5,0,0,0,0,0,0
39,2657,R/39/72A,0,12/4/1984,0,123,15,15,0,0,0,0,0,0
39,2658,R/39/72B,0,12/4/1984,0,152,2,0,0,1,0,0,0,0
39,2659,R/39/72C,0,12/4/1984,0,108,19,25,0,0,1,0,0,0
39,2660,R/39/72D,0,12/4/1984,0,148,0,6,0,1,0,0,0,0
39,2661,R/39/72E,0,12/4/1984,0,152,0,2,0,0,0,0,0,0
39,2662,R/39/72G,0,12/4/1984,0,146,2,6,0,1,0,0,0,0
39,2663,R/39/73,0,12/4/1984,0,138,2,5,0,0,0,0,0,0
39,2664,R/39/91,0,12/5/1984,0,138,2,6,1,0,0,0,0,0
39,2665,R/39/92,0,12/5/1984,0,139,2,6,1,0,0,0,0,0
39,2666,R/39/93,0,12/5/1984,0,137,2,7,1,0,0,0,0,0
39,2667,R/39/146A,0,12/5/1984,1,100,16,28,1,0,1,0,0,0
39,2668,R/39/146B,0,12/5/1984,1,88,22,32,1,0,1,0,0,0
39,2669,R/39/146C,0,12/5/1984,0,138,1,7,0,0,1,0,0,0
39,2670,R/39/161B,0,12/1/1984,0,144,1,2,0,0,0,0,0,0
39,2671,R/39/51,0,12/3/1984,0,138,0,9,0,0,0,1,1,0
39,2672,R/39/52,0,12/3/1984,0,122,2,24,0,0,0,0,1,0
39,2673,R/39/53,0,12/3/1984,0,124,0,24,0,0,0,0,1,0
39,2674,R/39/55,0,12/3/1984,0,100,3,42,0,0,0,1,1,0
39,2675,R/39/57,0,12/3/1984,0,105,19,20,0,0,0,0,1,0
39,2676,R/39/58,0,12/3/1984,0,146,0,4,0,0,0,0,1,0
39,2677,R/39/59,0,12/3/1984,0,150,0,1,0,0,0,1,0,0
39,2678,R/39/60,0,12/3/1984,0,123,2,24,0,0,0,0,1,0
39,2679,R/39/61A,0,12/3/1984,0,147,0,5,0,0,0,1,1,0
39,2680,R/39/61B,0,12/3/1984,0,137,4,11,0,0,0,1,1,0
39,2681,R/39/62,0,12/3/1984,0,125,1,23,0,0,0,1,0,0
39,2682,R/39/63A,0,12/3/1984,0,117,0,32,0,0,0,1,0,0
39,2683,R/39/63C,0,12/3/1984,0,129,12,8,0,0,0,1,1,0
39,2684,R/39/63D,0,12/3/1984,0,139,0,12,0,0,0,1,0,0
39,2685,R/39/63G,0,12/3/1984,0,128,11,10,0,0,0,1,1,0
39,2686,R/39/63H,0,12/3/1984,0,128,17,5,0,0,0,0,1,0
39,2687,R/39/63K,0,12/3/1984,0,127,0,20,0,0,0,1,0,0
39,2688,R/39/64B,0,12/3/1984,0,114,15,7,0,0,0,0,0,0
39,2689,R/39/65A,0,12/3/1984,1,118,16,15,0,0,0,1,0,0
39,2690,R/39/65B,0,12/3/1984,0,84,1,62,0,0,0,1,0,0
39,2691,R/39/65E,0,12/3/1984,0,87,18,31,0,0,0,1,0,0
39,2692,R/39/147,0,12/1/1984,0,97,2,44,0,0,1,0,1,0
39,2693,R/39/148A,0,12/1/1984,0,128,1,13,0,0,0,1,1,0
39,2694,R/39/148B,0,12/1/1984,0,100,16,24,0,0,0,1,1,0
39,2695,R/39/148C,0,12/1/1984,0,103,19,13,0,0,0,1,1,0
39,2696,R/39/148D,0,12/1/1984,0,101,19,17,0,0,0,0,1,0
39,2697,R/39/148E,0,12/1/1984,0,72,11,53,0,0,0,1,1,0
39,2698,R/39/148F,0,12/1/1984,0,131,0,11,0,0,0,0,1,0
39,2699,R/39/148G,0,12/1/1984,0,103,12,26,0,0,0,1,1,0
39,2700,R/39/148H,0,12/1/1984,0,142,1,3,0,0,0,1,0,0
39,2701,R/39/148J,0,12/1/1984,0,125,0,19,0,0,0,1,0,0
39,2702,R/39/148K,0,12/1/1984,0,125,13,9,0,0,0,1,1,0
39,2703,R/39/148L,0,12/1/1984,0,120,0,19,0,0,0,0,0,0
39,2704,R/39/148M,0,12/1/1984,0,110,19,8,0,0,0,1,0,0
39,2705,R/39/148N,0,12/1/1984,0,125,1,20,0,0,0,1,0,0
39,2706,R/39/148O,0,12/1/1984,0,127,11,8,0,0,0,0,0,0
39,2707,R/39/148P,0,12/1/1984,0,128,6,12,0,0,0,1,1,0
39,2708,R/39/151A,0,12/1/1984,0,137,0,4,0,0,0,0,0,0
39,2709,R/39/151B,0,12/1/1984,0,145,0,2,0,0,0,0,1,0
39,2710,R/39/151D,0,12/1/1984,0,105,18,18,0,0,0,1,1,0
39,2711,R/39/151E,0,12/1/1984,0,109,17,15,0,0,0,1,0,0
39,2712,R/39/151F,0,12/1/1984,0,141,1,5,0,0,0,0,0,0
39,2713,R/39/151H,0,12/1/1984,0,140,0,8,0,0,0,0,1,0
39,2714,R/39/151I,0,12/1/1984,0,70,19,53,0,0,0,1,0,0
39,2715,R/39/155,0,12/1/1984,0,136,0,13,0,0,0,0,0,0
39,2716,R/39/157,0,12/1/1984,0,119,0,28,0,0,0,0,0,0
39,2717,R/39/158,0,12/1/1984,0,108,22,13,0,0,0,0,0,0
39,2718,R/39/159,0,12/1/1984,0,117,0,30,0,0,0,0,0,0
39,2719,R/39/95A,0,12/5/1984,0,121,2,15,0,0,1,0,0,0
39,2720,R/39/95B,0,12/5/1984,0,141,1,3,0,1,1,0,0,0
39,2721,R/39/95C,0,12/5/1984,0,145,1,1,1,0,1,0,0,0
39,2722,R/39/95D,0,12/5/1984,0,115,2,28,1,0,1,0,0,0
39,2723,R/39/95E,0,12/5/1984,0,145,1,1,1,0,1,0,0,0
39,2724,R/39/95F,0,12/5/1984,0,142,1,3,1,0,1,0,0,0
39,2725,R/39/95G,0,12/5/1984,0,118,2,26,1,0,1,0,0,0
39,2726,R/39/95H,0,12/5/1984,0,144,2,0,0,0,1,0,0,0
39,2727,R/39/98A,0,12/5/1984,0,133,6,7,0,0,0,0,0,0
39,2728,R/39/98B,0,12/5/1984,0,122,6,17,0,0,0,0,0,0
39,2729,R/39/99A,0,12/5/1984,0,146,0,1,0,0,1,0,0,0
39,2730,R/39/99D,0,12/5/1984,0,146,0,1,0,0,1,0,0,0
39,2731,R/39/99E,0,12/5/1984,0,146,2,0,0,0,1,0,0,0
39,2732,R/39/99F,0,12/5/1984,0,123,19,4,0,0,1,0,0,0
39,2733,R/39/99G,0,12/5/1984,0,128,2,17,1,1,1,0,0,0
39,2734,R/39/99H,0,12/5/1984,0,124,2,21,0,0,1,0,0,0
39,2735,R/39/99I,0,12/5/1984,0,128,2,18,1,0,1,0,0,0
39,2736,R/39/99J,0,12/5/1984,0,146,2,0,0,0,1,0,0,0
39,2737,R/39/99K,0,12/5/1984,0,146,2,0,0,0,1,0,0,0
39,2738,R/39/101,0,12/5/1984,0,144,2,1,0,0,1,0,0,0
39,2739,R/39/163,0,12/1/1984,0,126,10,12,0,0,0,0,0,1
39,2740,R/39/167,0,12/1/1984,0,122,0,24,0,0,0,0,0,0
39,2741,R/39/169,0,12/1/1984,0,143,2,2,1,0,1,0,0,0
39,2742,R/39/177,0,12/1/1984,0,127,10,11,0,0,0,0,0,0
39,2743,R/39/210,0,12/2/1984,0,118,19,6,0,0,0,0,0,1
39,2744,R/39/211,0,12/2/1984,0,121,22,0,0,0,0,0,0,0
39,2745,R/39/218,0,12/2/1984,0,123,14,8,0,0,0,0,0,1
39,2746,R/39/221,0,12/2/1984,0,124,0,22,0,0,0,0,0,1
39,2747,R/39/223,0,12/2/1984,0,138,2,7,1,0,1,0,0,1
39,2748,R/39/224,0,12/2/1984,0,146,2,0,1,0,1,0,0,0
39,2749,R/39/226,0,12/2/1984,0,113,17,11,0,0,0,0,0,1
39,2750,R/39/229,0,12/2/1984,0,148,1,0,0,0,0,0,0,0
39,2751,R/39/230,0,12/2/1984,0,130,1,18,0,0,0,0,0,0
39,2752,R/39/232,0,12/2/1984,0,117,2,28,0,0,0,0,0,1
39,2753,R/39/233,0,12/2/1984,0,120,1,28,0,0,0,0,0,1
39,2754,R/39/15,0,11/3/1984,0,122,10,14,1,0,0,0,0,0
39,2755,R/39/17,0,11/3/1984,0,122,17,7,1,1,0,0,0,0
39,2756,R/39/19,0,11/3/1984,0,123,1,23,0,1,0,0,0,0
39,2757,R/39/21,0,11/3/1984,0,147,1,0,0,1,0,0,0,0
39,2758,R/39/119,0,12/5/1984,1,94,11,41,0,1,0,0,0,0
39,2759,R/39/120,0,12/5/1984,0,86,11,47,0,1,0,0,0,0
39,2760,R/39/121,0,12/5/1984,0,91,13,40,0,1,0,0,0,0
39,2761,R/39/127,0,12/5/1984,0,135,1,8,0,1,0,0,0,0
39,2762,R/39/130,0,12/5/1984,0,142,1,1,0,1,0,0,0,0
39,2763,R/39/133,0,12/5/1984,0,127,0,21,0,0,0,0,0,1
39,2764,R/39/134,0,12/5/1984,0,124,6,17,0,1,0,0,0,0
39,2765,R/39/137,0,12/5/1984,0,64,19,55,0,1,0,0,0,0
39,2766,R/39/145,0,12/5/1984,0,131,2,12,0,1,0,0,0,0
39,2767,R/39/40,0,12/3/1984,0,90,0,42,1,0,0,0,0,0
39,2768,R/39/41,0,12/3/1984,0,142,0,3,1,0,0,0,0,0
39,2769,R/39/42,0,12/3/1984,0,121,2,22,1,0,0,0,0,0
39,2770,R/39/43,0,12/3/1984,0,119,3,22,1,0,0,0,0,0
39,2771,R/39/70,0,12/4/1984,0,120,15,6,0,0,1,0,0,0
39,2772,R/39/71,0,12/4/1984,0,122,15,3,0,0,1,0,0,0
39,2773,R/39/236/II,0,12/2/1984,0,119,14,9,0,0,0,0,0,0
39,2774,R/39/236/III,0,12/2/1984,1,122,5,16,0,0,0,0,0,0
39,2775,R/39/236/XI,0,12/2/1984,0,126,10,10,0,0,0,0,0,0
39,2776,R/39/236/XIV,0,12/2/1984,0,124,21,1,0,0,0,0,0,0
39,2777,R/39/237A,0,12/2/1984,0,124,17,6,0,0,0,0,0,0
39,2778,R/39/237B,0,12/2/1984,0,126,11,10,0,0,0,0,0,0
39,2779,R/39/237C,0,12/2/1984,0,122,16,7,0,0,0,0,0,0
39,2780,R/39/240,0,12/2/1984,0,83,25,23,0,0,0,0,0,0
39,2781,R/39/243,0,12/2/1984,0,123,2,20,0,0,0,0,0,1
39,2782,R/39/75,0,12/4/1984,0,120,0,17,0,0,0,0,0,1
39,2783,R/39/76,0,12/4/1984,0,106,10,21,1,0,0,0,0,0
39,2784,R/39/80,0,12/4/1984,0,122,0,15,0,0,0,0,0,0
39,2785,R/39/81,0,12/4/1984,0,111,15,10,0,0,0,0,0,0
39,2786,R/39/90,0,12/4/1984,0,126,0,12,0,0,0,0,0,0
39,2787,R/39/423,0,12/1/1984,0,145,1,0,,,,,,
39,2788,R/39/442,0,12/2/1984,0,145,2,0,1,0,1,0,0,1
39,2789,R/39/411,0,12/3/1984,0,119,2,24,1,0,0,0,0,0
39,2790,R/39/412,0,12/3/1984,1,119,10,14,1,0,0,0,0,0
40,2791,R/40/5,,10/6/1985,0,133,2,2,0,0,0,0,0,0
40,2792,R/40/6,,11/6/1985,0,88,13,39,0,0,1,1,1,0
40,2793,R/40/7,,11/3/1985,1,114,21,16,0,0,0,0,0,0
40,2794,R/40/11,,11/2/1985,0,109,0,29,0,1,0,0,0,0
40,2795,R/40/12,,11/4/1985,1,122,19,11,0,0,0,0,0,0
40,2796,R/40/18,,11/2/1985,0,76,0,12,0,0,0,1,0,0
40,2797,R/40/19,,11/5/1985,0,122,0,17,0,0,0,0,0,0
40,2798,R/40/21,,11/4/1985,0,106,4,41,0,0,0,0,0,0
40,2799,R/40/23,,11/6/1985,0,134,1,11,0,0,0,0,0,1
40,2800,R/40/25,,11/6/1985,0,118,17,9,1,1,0,0,0,0
40,2801,R/40/27,,11/6/1985,0,120,1,24,0,1,0,0,0,0
40,2802,R/40/28,,11/6/1985,0,136,1,9,0,1,0,0,0,0
40,2803,R/40/50,,12/2/1985,0,96,7,39,0,0,0,0,0,0
40,2804,R/40/51,,12/2/1985,0,149,0,3,1,0,0,0,0,0
40,2805,R/40/52,,12/2/1985,0,125,9,16,1,0,0,0,0,1
40,2806,R/40/53,,12/2/1985,0,126,3,22,1,0,0,0,0,0
40,2807,R/40/56,,12/2/1985,0,139,0,13,1,0,0,0,0,0
40,2808,R/40/57,,12/2/1985,0,141,3,7,1,0,0,0,0,0
40,2809,R/40/58,,12/2/1985,0,142,3,6,0,0,0,0,0,0
40,2810,R/40/59A,,12/2/1985,0,96,2,13,0,0,0,0,0,0
40,2811,R/40/59B,,12/2/1985,0,93,10,6,0,0,0,0,0,0
40,2812,R/40/62,,12/2/1985,0,117,1,22,1,0,0,0,0,0
40,2813,R/40/63,,12/3/1985,0,140,2,5,0,0,0,0,0,0
40,2814,R/40/64A,,12/3/1985,0,122,18,14,0,0,0,0,0,0
40,2815,R/40/64B,,12/3/1985,0,128,8,18,1,0,0,0,0,0
40,2816,R/40/64C,,12/3/1985,0,137,6,10,0,0,0,0,0,0
40,2817,R/40/64D,,12/3/1985,0,150,0,5,0,1,0,0,0,0
40,2818,R/40/64E,,12/3/1985,0,102,20,30,0,0,1,0,1,1
